BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Visualizing-Data/Maps/13258.xml|[The 1937 Flood- Traffic Was Hampered]|1937-01-19|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks North First Street.  Traffic was hampered by the water, which was at a flood stage of 44.7' that day.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/13258.jpg
Metadata/Visualizing-Data/Maps/13259.xml|[The 1937 Flood- View Over First Avenue]|1937-01-26|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks flooded sections of First Avenue from the Sparkamn Street Bridge.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/13259.jpg
Metadata/Visualizing-Data/Maps/51483.xml|[Construction of Old Hickory Dam 1954-1957]|1952-01-01|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The construction of Old Hickory Dam was estimated to occur sometime between 1952 and 1957.  Old Hickory Dam was named after President Andrew Jackson.  Old Hickory Lake is impounded by this dam.  This photo is a view of the dewatered powerhouse coffer with water pouring through the sluice gate (the water channel is controlled by this type of gate on the dam) at the right.  The dam is a run-of-river hydroelectric dam.  Flooding in 2010, required the USACE to open this dam and relieve 212,260 cubic feet per second of water, compared to normal drainiage which is 32,000 cubic feet per second.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/51483.jpg
Metadata/Visualizing-Data/Maps/7096.xml|[Dredging, Shelley Island -Cumberland River]|1932-09-17|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|Dredging, Shelley Island Cumberland River. Looking Upstream. Sept. 17, 1932. Dredging is the proccess of removing or excavating material from the bed of a river.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/7096.jpg
Metadata/Visualizing-Data/Maps/7529withcaption.xml|[Sweeping Party on the Cumberland River]|NULL|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|Sweeping party in operation, Lower East River.  Personnell on pontoons--Chief of Party directing operations, leadsmen sounding, located at center line of each pontoon, leadsmen operating sweep bars (one on each pontoon), recorder operating electrical recording device, and deckhand operationg outboard motor.  On shore, there are three transitmen locating positions.  This operation occurred sometime between 1889 and 1934.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but rights retained by United States Army Corp of Engineers Nashville District Library|Permission to use but rights retained by United States Army Corp of Engineers Nashville District Library|PATH TO IMAGES/7529withcaption.jpg
Metadata/Visualizing-Data/Maps/7529withoutcaption.xml|[Sweeping Party on the Cumberland River]|NULL|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|Sweeping party in operation, Lower East River.  Personnell on pontoons--Chief of Party directing operations, leadsmen sounding, located at center line of each pontoon, leadsmen operating sweep bars (one on each pontoon), recorder operating electrical recording device, and deckhand operationg outboard motor.  On shore, there are three transitmen locating positions.  This operation occurred sometime between 1889 and 1934.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but rights retained by United States Army Corp of Engineers Nashville District Library|Permission to use but rights retained by United States Army Corp of Engineers Nashville District Library|PATH TO IMAGES/7529withcaption.jpg
Metadata/Visualizing-Data/Maps/MS0274-DV-McGaw_Map_25-1810.xml|A Map of the Tennassee Government from the latest Surveys of 1810.|1810-01-01|historical maps|E. Low|NULL|This map, published my E. Low N. York is part of the Robert A. McGaw Collection and Vanderbilt Library Special Collections.  The subject of this map is the Tennessee Government, as it was depicted from the latest surveys of 1810.  Of special interest to this exhibit, notice the way the Cumberland River is drawn.  It differes greatly from current day mapping of the Cumberland.  Also notice, Tennessee is spelled "TennAssee" and Clarksville is spelled "Clerksville."|Robert A. McGaw Collection|Vanderbilt Library Special CollectionsVanderbilt Librar Special Collections|Vanderbilt Librar Special Collections|PATH TO IMAGES/MS0274-DV-McGAW_Map_25-1810
Metadata/Visualizing-Data/Maps/MS0274-DV-McGaw_Map_64.xml|Map of Cumberland and Franklin|1853-01-01|historical maps|W. Keenan|NULL|This map, published Walker and James and engraved by W. Keenan is part of the Robert A. McGaw Collection and Vanderbilt Library Special Collections.  The subject of this map is the Cumberland and Franklin as it was represented in 1853.  Of special interest to this exhibit, notice the way the Cumberland River is drawn.  The river starts to look more like current day depictions as the years progress.|Robert A. McGaw Collection|Vanderbilt Library Special CollectionsVanderbilt Librar Special Collections|Vanderbilt Librar Special Collections|PATH TO IMAGES/MS0274-DV-McGAW_Map_64
Metadata/Visualizing-Data/Maps/MS0274-DV-McGaw_Map_April_26_1834.xml|Map of the Cumberland River from the Falls of Nashville|1834-04-26|historical maps|Randolph Coyle|NULL|This map, drawn by Randolph Coyle, was made to accompany a report on the improvement of the Cumberland river for the navigation of it by steam boats in obedience to a resolution of congress date April 26, 1834.|Robert A. McGaw Collection|Vanderbilt Library Special CollectionsVanderbilt Librar Special Collections|Vanderbilt Librar Special Collections|PATH TO IMAGES/MS0274-DV-McGaw_Map-April_26_1834.jpg
Metadata/Visualizing-Data/Maps/Peabody-DV-Nashville_Flood-1926-No_5.xml|[The 1927 Flood]|1926-12-30|black-and-white photographs|Nashville Aeronautic Corp|NULL|The Cumberland River experienced a major flood event after Christmas of 1926 and into 1927.|George Peabody Collection photograph no 5|Nashville Aeronautic CorpVanderbilt Library Special Collections|Vanderbilt Library Special Collections|PATH TO IMAGES/Peabody-DV-Nashville_Flood-1926-No_5.jpg
Metadata/Visualizing-Data/Maps/Peabody-DV-Nashville_Flood-1926-No_7.xml|[The 1927 Flood- A Look at the Area Between Woodland and Sparkman Street Bridge]|1926-12-30|black-and-white photographs|Nashville Aeronautic Corp|NULL|The Cumberland River experienced a major flood event after Christmas of 1926 and into 1927.  This photo shows a general view of the flooded area between Woodland and Sparkman Street Bridge.  The river gage showed 56.0' that day.  East Nashville and Downtown Nashville are completely inundated.  This is the largest flood in the last 100 years.|George Peabody Collection photograph no 7|Nashville Aeronautic CorpVanderbilt Library Special Collections|Vanderbilt Library Special Collections|PATH TO IMAGES/Peabody-DV-Nashville_Flood-1926-No_7.jpg
Metadata/Visualizing-Data/Maps/Peabody-DV-Nashville_Flood-1926-No_9.xml|[The 1927 Flood- A Look at the Tennessee Electric Power Company Sub-Station]|1926-12-30|black-and-white photographs|Nashville Aeronautic Corp|NULL|The Cumberland River experienced a major flood event after Christmas of 1926 and into 1927.  This photo shows a a view of the inundated Tennessee Electric Power Company Sub-Station, on Lebanon Pike.|George Peabody Collection photograph no 9|Nashville Aeronautic CorpVanderbilt Library Special Collections|Vanderbilt Library Special Collections|PATH TO IMAGES/Peabody-DV-Nashville_Flood-1926-No_9.jpg
Metadata/Visualizing-Data/Maps/Welcome_Downtown_Nashville_Flood.xml|NULL|2010-05-03|NULL|Keith Gallagher|NULL|Flooding of downtown Nasvhille in the catastophic Cumberland River flood of 2010.|NULL|Creative Commons Attribution 2.0 Generic license. --  -- http://commons.wikimedia.org/wiki/File:Welcome_Downtown_Nashville_Flood.jpg#metadataCreative Commons Attribution 2.0 Generic license. --  -- http://commons.wikimedia.org/wiki/File:Welcome_Downtown_Nashville_Flood.jpg#metadata|Creative Commons Attribution 2.0 Generic license. --  -- http://commons.wikimedia.org/wiki/File:Welcome_Downtown_Nashville_Flood.jpg#metadata|PATH TO IMAGES/Welcome_Downtown_Nashville_Flood.jpg
Metadata/Visualizing-Data/Minecraft/1941-PA_BLD_LIBR_13.xml|[General Library Building]|1941-02-14|Black-and-white photographs|Vanderbilt University. Library|Academic libraries--Tennessee--Nashville--Pictorial works; Vanderbilt University. Library--Pictorial works|This photograph shows the General Library Building under construction in February 1941.|MSS Collection 0827, Folder 1|The photograph was taken in 1941, but there is no evidence it was ever published. Copyright expires in 2061.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/1941-PA_BLD_LIBR_13.jpg
Metadata/Visualizing-Data/Minecraft/IMG_3211.xml|Angelica Saulsberry Builds a Model of the Central Library in Minecraft|2014-04-14|Digital photography (digital camera)|Warga, Ed|Video games-Minecraft (Game)|Anjelica Saulsberry constructed a model of the Vanderbilt University Library in Minecraft as a part of her 2015 Library Dean's Fellowship. The virtual model in this photograph was exported as a digital file and turned into a physical model using a commercial 3D printing service for display in his exhibition.|NULL|Copyright maintained by Vanderbilt University LibrariesCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/IMG_3211.jpg
