BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0387-A-vis.xml	[Bunny in Egg Basket]	1902	Picture postcards		Easter in art|Women in art|Rabbits--Pictorial works|Wicker baskets--Pictorial works|Easter eggs--Pictorial works	This Easter card was sent to Enrico Caruso from Pepino in 1902. Unlike the American tradition of sending Christmas cards, the French holiday tradition is sending New Year’s cards. Easter cards are prevalent in this group as well, often with displays of floral arrangements. Surprisingly, holiday cards are in fact quite rare among the collection, with just 13 examples in total.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0387	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0387-A-vis.jpg	sc.mss.0647.p0387-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0396-A-vis.xml	[Woman in Yellow Bonnet]	1905	Picture postcards		Women in art|Clothing and dress--History--Pictorial works|Women's hats--Pictorial works	The "women and fashion" section of the postcard collection speaks to images of women in popular culture. Women rode bicycles, played sports and lived actively, as other cards in this collection show. These idealized views of women sent to Caruso contrast with images of suffragettes also circulating widely.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0396	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0396-A-vis.jpg	sc.mss.0647.p0396-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0503-A-vis.xml	[Central Park with Hotel Majestic]	1903	Picture postcards		Central Park (New York, N.Y.)--Pictorial works|Hotel Majestic (New York, N.Y.)--Pictorial works	Travel postcards functioned in 1900 as they do today – as souvenirs of people and places we love. Caruso assiduously collected travel postcards, especially those featuring images of New York. The Hotel Majestic boasted a 30,000 square foot rustic palm garden on the roof with an electrochromatic fountain. Caruso was one of many celebrities who lived at the giant, 600-room hotel overlooking Central Park at 72nd Street after it opened in 1894.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0503	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0503-A-vis.jpg	sc.mss.0647.p0503-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/20150417SG010.xml	[Seed Rake used in Care of Flannery O'Connor's Peacocks]	1950	Rakes			Living on Andalusia farm in Milledgeville, Georgia, O’Connor and her mother, Regina, had many pastoral responsibilities. O’Connor would have used a rake such as this to spread seed for her many beloved peacocks. In her 1961 essay “The King of the Birds,” O’Connor notes, “It is hard to tell the truth about this bird. The habits of any peachicken left to himself would hardly be noticeable, but multiplied by forty, they become a situation.” This rake was taken from a scrap metal pile at Andalusia.		Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG010.JPG	20150417SG010.JPG	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/2015417SG013.xml	[Peacock Feathers from Flannery O’Connor’s Farm]	1950	Feathers			Flannery O’Connor wrote in her 1961 essay “The King of the Birds,” “In short, I am the only person on the place who is willing to underwrite, with something more than tolerance, the presence of peafowl. In return, I am blessed with their rapid multiplication.” Over the course of her life, O’Connor raised myriad peacocks. She is often depicted aside them, and the peacock feather has come to stand as a symbol of her literary works.		Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/2015417SG013.JPG	2015417SG013.JPG	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/Correspondence_of_Flannery-CR_Stephens-1986.xml	The Correspondence of Flannery O'Connor and the Brainard Cheneys	1986	Books	Stephens, C. Ralph (Charles Ralph)|O'Connor, Flannery|Cheney, Brainard, 1900-1990|Cheney, Frances Neel, 1906-1996|University Press of Mississippi	O'Connor, Flannery--Correspondence|Cheney, Brainard, 1900-1990--Correspondence|Cheney, Frances Neel, 1906-1996--Correspondence	Flannery O'Connor's first novel Wise Blood was published in 1952. That same year, Brainard Cheney, a southern writer living in Nashville and associated with the literary movement known as the Agrarians, wrote an appreciative review which prompted O'Connor to send a letter thanking  Cheney. Thus began a correspondence and friendship with Cheney and his wife Frances that lasted many years. The letters, housed in Vanderbilt Special Collections,  are collected in this volume.	Jesse Ely Wills Fugitive and Agrarian Collection, PS3565 .C57 Z483 1986	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Correspondence_of_Flannery-CR_Stephens-1986.jpg	Correspondence_of_Flannery-CR_Stephens-1986.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/FC-gist.jpg.xml	Graph Depicting Network Analysis of Correspondence of Flannery O'Connor	2015-03	Graphs		Computational linguistics--Network analysis	In addition to her formidable talent as a writer of fiction, O’Connor devoted much of her too-short life to writing letters; she wrote to friends and acquaintances all over the country, about an array of topics. This graph depicts a digital network graph of O’Connor’s correspondence, coded not only by date and correspondent, but also by content area. Using the graphing software Neo4j, this graph illustrates 374 letters written by and to O’Connor.		Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/FC-gist.jpg	FC-gist.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-Cheney_letter-B03-F18.xml	[First Letter from Flannery O’Connor to Brainard Cheney]	1953-02-08	Letters (correspondence)	O'Connor, Flannery	Cheney, Brainard, 1900-1990--Correspondence	Following Brainard Cheney’s review of Wise Blood, Cheney and O’Connor began a correspondence that was to last until her death in 1964. In their first letter, O’Connor indicates her respect for Cheney’s review, and introduces herself. She responds to several of the notes in his review, and paves the way for their burgeoning professional relationship. The collection of letters between O’Connor and Cheney are housed in Special Collections at the Vanderbilt University Library.	MS0004, Brainard and Frances Neel Cheney Papers, Box 14, Folder 12	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Cheney_letter-1953-B14-F12.jpg	MS0004-Cheney_letter-1953-B14-F12.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-King_of_the_Birds.xml	[Manuscript of Flannery O'Connor's essay "The King of the Birds"]	1950	Essays	O’Connor, Flannery	Peacocks	Housed with the Cheney Collection in Special Collections at the Vanderbilt University Library are a number of manuscripts written by friends and colleagues of the Cheneys. Here is presented a copy of Flannery O’Connor’s essay “The King of the Birds,” published in 1961. O’Connor spent her life raising peacocks on Andalusia Farm in Milledgeville, Georgia. This essay pays tribute to the regal and, at times, difficult birds.	MS0004, Brainard Bartwell Cheney and Frances Neel Cheney Papers, Box 52, Folder 09	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds01-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds02-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds03-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds04-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds05-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds06-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds07-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds08-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds09-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds10-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds11-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds12-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds13-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds14-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds15-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds16-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds17-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds18-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds19-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds20-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds21-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds22-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds23-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds24-B52-F09.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-King_of_the_Birds25-B52-F09.jpg	MS0004-King_of_the_Birds01-B52-F09.jpg|MS0004-King_of_the_Birds02-B52-F09.jpg|MS0004-King_of_the_Birds03-B52-F09.jpg|MS0004-King_of_the_Birds04-B52-F09.jpg|MS0004-King_of_the_Birds05-B52-F09.jpg|MS0004-King_of_the_Birds06-B52-F09.jpg|MS0004-King_of_the_Birds07-B52-F09.jpg|MS0004-King_of_the_Birds08-B52-F09.jpg|MS0004-King_of_the_Birds09-B52-F09.jpg|MS0004-King_of_the_Birds10-B52-F09.jpg|MS0004-King_of_the_Birds11-B52-F09.jpg|MS0004-King_of_the_Birds12-B52-F09.jpg|MS0004-King_of_the_Birds13-B52-F09.jpg|MS0004-King_of_the_Birds14-B52-F09.jpg|MS0004-King_of_the_Birds15-B52-F09.jpg|MS0004-King_of_the_Birds16-B52-F09.jpg|MS0004-King_of_the_Birds17-B52-F09.jpg|MS0004-King_of_the_Birds18-B52-F09.jpg|MS0004-King_of_the_Birds19-B52-F09.jpg|MS0004-King_of_the_Birds20-B52-F09.jpg|MS0004-King_of_the_Birds21-B52-F09.jpg|MS0004-King_of_the_Birds22-B52-F09.jpg|MS0004-King_of_the_Birds23-B52-F09.jpg|MS0004-King_of_the_Birds24-B52-F09.jpg|MS0004-King_of_the_Birds25-B52-F09.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-OConnor_letter-B03-F18.xml	[First Letter from Brainard Cheney to Flannery O'Connor]	1953-22-03	Letters (correspondence)	Cheney, Brainard, 1900-1990	O'Connor, Flannery--Correspondence	This letter is in response to O’Connor’s introductory letter on February 8, 1953. Writing from his home in Smyrna, Tennessee, Cheney takes this opportunity to sympathize with O’Connor’s bad reviews; his own writing has received its share of negative reactions! Here, Cheney opens the door on another interesting facet of their relationship: Catholicism and conversion. Over the course of their correspondence, they will spend many letters discussing theology and their favorite theologians.	MS0004, Brainard Bartwell Cheney and Frances Neel Cheney Papers, Box 03, Folder 18	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-OConnor_letter-B03-F18.jpg	MS0004-OConnor_letter-B03-F18.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-Review_Wise_Blood01-07-1952-B37-F14.xml	Manuscript of Brainard Cheney's Review of Flannery O'Connor's Novel "Wise Blood"	1952	Manuscripts (document genre)	Cheney, Brainard, 1900-1990	O’Connor, Flannery. Wise blood	As a writer and an appreciator of fellow contemporary writers, Brainard Cheney read and provided commentary on the writings of many authors of his day. The first work of Flannery O’Connor’s that Cheney read was her initial novel, Wise Blood. Cheney’s review is insightful and thought-provoking; according to O’Connor, it is one of the only positive reviews that Wise Blood received. Cheney understood O’Connor’s biting wit and complex views on religion in the American South.	MS0004, Brainard Bartwell Cheney and Frances Neel Cheney Papers, Box 03, Folder 18	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood01-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood02-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood03-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood04-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood05-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood06-1952-B37-F14.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0004-Review_Wise_Blood07-1952-B37-F14.jpg	MS0004-Review_Wise_Blood01-1952-B37-F14.jpg|MS0004-Review_Wise_Blood02-1952-B37-F14.jpg|MS0004-Review_Wise_Blood03-1952-B37-F14.jpg|MS0004-Review_Wise_Blood04-1952-B37-F14.jpg|MS0004-Review_Wise_Blood05-1952-B37-F14.jpg|MS0004-Review_Wise_Blood06-1952-B37-F14.jpg|MS0004-Review_Wise_Blood07-1952-B37-F14.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
Metadata/Visualizing-Data/Flannery-O-Connor/MS305-Flannery_Oconnor.xml	[Portraits of Flannery O'Connor]	1955-07	Black-and-white photographs	Morrisey, Ralph	O'Connor, Flannery--Portraits	A series of portrait photographs of Flannery O'Conner was taken at the Smyrna home of Brainard and Fannie Cheney. The Cheneys affectionately called their home "Cold Chimneys" and many of Cheney's letters to Flannery were written from there. By 1955, when these portraits were taken, a friendship had developed between O'Connor and the Cheneys that would endure until her death in 1964. She visited them several times and in 1959 on a visit to the Cheney's she read her short story "A Good Man is Hard to Find" at Vanderbilt University.	MSS0305, Ralph Morrisey Collection	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS305-Flannery_Oconnor-001.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS305-Flannery_Oconnor-002.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS305-Flannery_Oconnor-003.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS305-Flannery_Oconnor-004.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS305-Flannery_Oconnor-005.jpg	MS305-Flannery_Oconnor-001.jpg|MS305-Flannery_Oconnor-002.jpg|MS305-Flannery_Oconnor-003.jpg|MS305-Flannery_Oconnor-004.jpg|MS305-Flannery_Oconnor-005.jpg	Visualizing Data|Flannery O Connor|2015 Exhibits
